FECHA,PLANTACION,PRECIPITACION_TOTAL
2019-03-27 00:00:00,Shanuzi,307.9
2019-03-28 00:00:00,Shanuzi,125.9
2019-03-29 00:00:00,Shanuzi,1.7000000000000002
2019-03-30 00:00:00,Shanuzi,101.2
2019-03-31 00:00:00,Shanuzi,27.299999999999997
2019-04-01 00:00:00,Shanuzi,0.0
2019-04-02 00:00:00,Shanuzi,73.10000000000001
2019-04-03 00:00:00,Shanuzi,122.10000000000001
2019-04-04 00:00:00,Shanuzi,5.5
2019-04-05 00:00:00,Shanuzi,0.0
2019-04-06 00:00:00,Shanuzi,156.1
2019-04-07 00:00:00,Shanuzi,320.4
2019-04-08 00:00:00,Shanuzi,3.0
2019-04-09 00:00:00,Shanuzi,0.0
2019-04-10 00:00:00,Shanuzi,0.0
2019-04-11 00:00:00,Shanuzi,0.0
2019-04-12 00:00:00,Shanuzi,20.8
2019-04-13 00:00:00,Shanuzi,22.1
2019-04-14 00:00:00,Shanuzi,0.0
2019-04-15 00:00:00,Shanuzi,0.0
2019-04-16 00:00:00,Shanuzi,1.8
2019-04-17 00:00:00,Shanuzi,39.5
2019-04-18 00:00:00,Shanuzi,0.0
2019-04-19 00:00:00,Shanuzi,0.0
2019-04-20 00:00:00,Shanuzi,44.7
2019-04-21 00:00:00,Shanuzi,0.0
2019-04-22 00:00:00,Shanuzi,0.0
2019-04-23 00:00:00,Shanuzi,4.0
2019-04-24 00:00:00,Shanuzi,220.29999999999998
2019-04-25 00:00:00,Shanuzi,0.0
2019-04-26 00:00:00,Shanuzi,91.9
2019-04-27 00:00:00,Shanuzi,209.29999999999998
2019-04-28 00:00:00,Shanuzi,185.2
2019-04-29 00:00:00,Shanuzi,0.0
2019-04-30 00:00:00,Shanuzi,0.0
2019-05-01 00:00:00,Shanuzi,34.1
2019-05-02 00:00:00,Shanuzi,5.8
2019-05-03 00:00:00,Shanuzi,23.1
2019-05-04 00:00:00,Shanuzi,0.0
2019-05-05 00:00:00,Shanuzi,106.49999999999999
2019-05-06 00:00:00,Shanuzi,5.2
2019-05-07 00:00:00,Shanuzi,0.0
2019-05-08 00:00:00,Shanuzi,0.4
2019-05-09 00:00:00,Shanuzi,0.0
2019-05-10 00:00:00,Shanuzi,0.0
2019-05-11 00:00:00,Shanuzi,0.0
2019-05-12 00:00:00,Shanuzi,23.4
2019-05-13 00:00:00,Shanuzi,144.0
2019-05-14 00:00:00,Shanuzi,104.89999999999999
2019-05-15 00:00:00,Shanuzi,0.0
2019-05-16 00:00:00,Shanuzi,0.0
2019-05-17 00:00:00,Shanuzi,0.0
2019-05-18 00:00:00,Shanuzi,0.0
2019-05-19 00:00:00,Shanuzi,0.0
2019-05-20 00:00:00,Shanuzi,76.00000000000001
2019-05-21 00:00:00,Shanuzi,16.1
2019-05-22 00:00:00,Shanuzi,51.2
2019-05-23 00:00:00,Shanuzi,27.700000000000003
2019-05-24 00:00:00,Shanuzi,12.9
2019-05-25 00:00:00,Shanuzi,360.3
2019-05-26 00:00:00,Shanuzi,13.9
2019-05-27 00:00:00,Shanuzi,1.4
2019-05-28 00:00:00,Shanuzi,3.1
2019-05-29 00:00:00,Shanuzi,131.8
2019-05-30 00:00:00,Shanuzi,0.0
2019-05-31 00:00:00,Shanuzi,0.0
2019-06-01 00:00:00,Shanuzi,0.0
2019-06-02 00:00:00,Shanuzi,18.4
2019-06-03 00:00:00,Shanuzi,112.01
2019-06-04 00:00:00,Shanuzi,54.0
2019-06-05 00:00:00,Shanuzi,0.0
2019-06-06 00:00:00,Shanuzi,0.0
2019-06-07 00:00:00,Shanuzi,0.0
2019-06-08 00:00:00,Shanuzi,23.6
2019-06-09 00:00:00,Shanuzi,40.7
2019-06-10 00:00:00,Shanuzi,0.0
2019-06-11 00:00:00,Shanuzi,7.0
2019-06-12 00:00:00,Shanuzi,19.7
2019-06-13 00:00:00,Shanuzi,18.2
2019-06-14 00:00:00,Shanuzi,0.7
2019-06-15 00:00:00,Shanuzi,16.4
2019-06-16 00:00:00,Shanuzi,92.39999999999999
2019-06-17 00:00:00,Shanuzi,16.2
2019-06-18 00:00:00,Shanuzi,1.4
2019-06-19 00:00:00,Shanuzi,0.0
2019-06-20 00:00:00,Shanuzi,0.0
2019-06-21 00:00:00,Shanuzi,0.0
2019-06-22 00:00:00,Shanuzi,0.0
2019-06-23 00:00:00,Shanuzi,0.0
2019-06-24 00:00:00,Shanuzi,0.0
2019-06-25 00:00:00,Shanuzi,0.0
2019-06-26 00:00:00,Shanuzi,31.1
2019-06-27 00:00:00,Shanuzi,155.4
2019-06-28 00:00:00,Shanuzi,52.900000000000006
2019-06-29 00:00:00,Shanuzi,11.799999999999999
2019-06-30 00:00:00,Shanuzi,0.0
2019-07-01 00:00:00,Shanuzi,0.0
2019-07-02 00:00:00,Shanuzi,0.0
2019-07-03 00:00:00,Shanuzi,0.0
2019-07-04 00:00:00,Shanuzi,11.899999999999999
2019-07-05 00:00:00,Shanuzi,27.099999999999998
2019-07-06 00:00:00,Shanuzi,611.5
2019-07-07 00:00:00,Shanuzi,333.0
2019-07-08 00:00:00,Shanuzi,0.0
2019-07-09 00:00:00,Shanuzi,0.0
2019-07-10 00:00:00,Shanuzi,0.0
2019-07-11 00:00:00,Shanuzi,0.0
2019-07-12 00:00:00,Shanuzi,4.4
2019-07-13 00:00:00,Shanuzi,5.0
2019-07-14 00:00:00,Shanuzi,23.199999999999996
2019-07-15 00:00:00,Shanuzi,5.699999999999999
2019-07-16 00:00:00,Shanuzi,0.0
2019-07-17 00:00:00,Shanuzi,898.8
2019-07-18 00:00:00,Shanuzi,0.9
2019-07-19 00:00:00,Shanuzi,0.0
2019-07-20 00:00:00,Shanuzi,48.0
2019-07-21 00:00:00,Shanuzi,0.9
2019-07-22 00:00:00,Shanuzi,0.0
2019-07-23 00:00:00,Shanuzi,59.0
2019-07-24 00:00:00,Shanuzi,1.2
2019-07-25 00:00:00,Shanuzi,6.2
2019-07-26 00:00:00,Shanuzi,0.0
2019-07-27 00:00:00,Shanuzi,0.0
2019-07-28 00:00:00,Shanuzi,0.0
2019-07-29 00:00:00,Shanuzi,0.0
2019-07-30 00:00:00,Shanuzi,0.0
2019-07-31 00:00:00,Shanuzi,0.0
2019-08-01 00:00:00,Shanuzi,0.0
2019-08-02 00:00:00,Shanuzi,0.0
2019-08-03 00:00:00,Shanuzi,0.0
2019-08-04 00:00:00,Shanuzi,0.0
2019-08-05 00:00:00,Shanuzi,0.0
2019-08-06 00:00:00,Shanuzi,0.0
2019-08-07 00:00:00,Shanuzi,0.0
2019-08-08 00:00:00,Shanuzi,0.0
2019-08-09 00:00:00,Shanuzi,0.0
2019-08-10 00:00:00,Shanuzi,0.0
2019-08-11 00:00:00,Shanuzi,7.2
2019-08-12 00:00:00,Shanuzi,27.1
2019-08-13 00:00:00,Shanuzi,36.3
2019-08-14 00:00:00,Shanuzi,2.9000000000000004
2019-08-15 00:00:00,Shanuzi,0.0
2019-08-16 00:00:00,Shanuzi,0.0
2019-08-17 00:00:00,Shanuzi,0.0
2019-08-18 00:00:00,Shanuzi,3.0999999999999996
2019-08-19 00:00:00,Shanuzi,13.7
2019-08-20 00:00:00,Shanuzi,1.2
2019-08-21 00:00:00,Shanuzi,98.4
2019-08-22 00:00:00,Shanuzi,1.9
2019-08-23 00:00:00,Shanuzi,2.5
2019-08-24 00:00:00,Shanuzi,61.400000000000006
2019-08-25 00:00:00,Shanuzi,0.0
2019-08-26 00:00:00,Shanuzi,95.2
2019-08-27 00:00:00,Shanuzi,46.0
2019-08-28 00:00:00,Shanuzi,0.0
2019-08-29 00:00:00,Shanuzi,0.0
2019-08-30 00:00:00,Shanuzi,3.1
2019-08-31 00:00:00,Shanuzi,4.2
2019-09-01 00:00:00,Shanuzi,0.0
2019-09-02 00:00:00,Shanuzi,0.0
2019-09-03 00:00:00,Shanuzi,0.0
2019-09-04 00:00:00,Shanuzi,448.1000000000001
2019-09-05 00:00:00,Shanuzi,37.10000000000001
2019-09-06 00:00:00,Shanuzi,3.5
2019-09-07 00:00:00,Shanuzi,0.0
2019-09-08 00:00:00,Shanuzi,0.0
2019-09-09 00:00:00,Shanuzi,0.0
2019-09-10 00:00:00,Shanuzi,6.3999999999999995
2019-09-11 00:00:00,Shanuzi,8.8
2019-09-12 00:00:00,Shanuzi,0.0
2019-09-13 00:00:00,Shanuzi,96.69999999999999
2019-09-14 00:00:00,Shanuzi,6.7
2019-09-15 00:00:00,Shanuzi,0.0
2019-09-16 00:00:00,Shanuzi,0.0
2019-09-17 00:00:00,Shanuzi,0.2
2019-09-18 00:00:00,Shanuzi,0.0
2019-09-19 00:00:00,Shanuzi,0.0
2019-09-20 00:00:00,Shanuzi,23.099999999999998
2019-09-21 00:00:00,Shanuzi,33.8
2019-09-22 00:00:00,Shanuzi,0.0
2019-09-23 00:00:00,Shanuzi,135.89999999999998
2019-09-24 00:00:00,Shanuzi,279.3
2019-09-25 00:00:00,Shanuzi,9.0
2019-09-26 00:00:00,Shanuzi,0.0
2019-09-27 00:00:00,Shanuzi,20.8
2019-09-28 00:00:00,Shanuzi,0.0
2019-09-29 00:00:00,Shanuzi,0.0
2019-09-30 00:00:00,Shanuzi,0.0
2019-10-01 00:00:00,Shanuzi,9.5
2019-10-02 00:00:00,Shanuzi,0.0
2019-10-03 00:00:00,Shanuzi,0.0
2019-10-04 00:00:00,Shanuzi,0.0
2019-10-05 00:00:00,Shanuzi,6.9
2019-10-06 00:00:00,Shanuzi,52.699999999999996
2019-10-07 00:00:00,Shanuzi,150.0
2019-10-08 00:00:00,Shanuzi,4.6
2019-10-09 00:00:00,Shanuzi,18.2
2019-10-10 00:00:00,Shanuzi,0.0
2019-10-11 00:00:00,Shanuzi,46.400000000000006
2019-10-12 00:00:00,Shanuzi,129.3
2019-10-13 00:00:00,Shanuzi,48.6
2019-10-14 00:00:00,Shanuzi,4.0
2019-10-15 00:00:00,Shanuzi,125.89999999999999
2019-10-16 00:00:00,Shanuzi,26.500000000000004
2019-10-17 00:00:00,Shanuzi,10.899999999999999
2019-10-18 00:00:00,Shanuzi,0.0
2019-10-19 00:00:00,Shanuzi,51.9
2019-10-20 00:00:00,Shanuzi,29.8
2019-10-21 00:00:00,Shanuzi,0.0
2019-10-22 00:00:00,Shanuzi,0.0
2019-10-23 00:00:00,Shanuzi,339.00000000000006
2019-10-24 00:00:00,Shanuzi,34.4
2019-10-25 00:00:00,Shanuzi,130.1
2019-10-26 00:00:00,Shanuzi,0.8
2019-10-27 00:00:00,Shanuzi,2.9
2019-10-28 00:00:00,Shanuzi,17.1
2019-10-29 00:00:00,Shanuzi,58.3
2019-10-30 00:00:00,Shanuzi,70.30000000000001
2019-10-31 00:00:00,Shanuzi,0.0
2019-11-01 00:00:00,Shanuzi,75.19999999999999
2019-11-02 00:00:00,Shanuzi,17.2
2019-11-03 00:00:00,Shanuzi,4.1
2019-11-04 00:00:00,Shanuzi,47.9
2019-11-05 00:00:00,Shanuzi,58.800000000000004
2019-11-06 00:00:00,Shanuzi,120.19999999999999
2019-11-07 00:00:00,Shanuzi,237.3
2019-11-08 00:00:00,Shanuzi,0.0
2019-11-09 00:00:00,Shanuzi,0.0
2019-11-10 00:00:00,Shanuzi,19.7
2019-11-11 00:00:00,Shanuzi,14.100000000000001
2019-11-12 00:00:00,Shanuzi,3.4000000000000004
2019-11-13 00:00:00,Shanuzi,0.0
2019-11-14 00:00:00,Shanuzi,31.099999999999998
2019-11-15 00:00:00,Shanuzi,104.3
2019-11-16 00:00:00,Shanuzi,90.49999999999999
2019-11-17 00:00:00,Shanuzi,4.1
2019-11-18 00:00:00,Shanuzi,0.0
2019-11-19 00:00:00,Shanuzi,6.1000000000000005
2019-11-20 00:00:00,Shanuzi,119.6
2019-11-21 00:00:00,Shanuzi,0.0
2019-11-22 00:00:00,Shanuzi,9.100000000000001
2019-11-23 00:00:00,Shanuzi,166.39999999999998
2019-11-24 00:00:00,Shanuzi,242.8
2019-11-25 00:00:00,Shanuzi,2.2
2019-11-26 00:00:00,Shanuzi,0.0
2019-11-27 00:00:00,Shanuzi,0.0
2019-11-28 00:00:00,Shanuzi,0.0
2019-11-29 00:00:00,Shanuzi,0.0
2019-11-30 00:00:00,Shanuzi,87.9
2019-12-01 00:00:00,Shanuzi,270.70000000000005
2019-12-02 00:00:00,Shanuzi,103.2
2019-12-03 00:00:00,Shanuzi,11.900000000000002
2019-12-04 00:00:00,Shanuzi,4.800000000000001
2019-12-05 00:00:00,Shanuzi,33.0
2019-12-06 00:00:00,Shanuzi,102.9
2019-12-07 00:00:00,Shanuzi,2.7
2019-12-08 00:00:00,Shanuzi,0.0
2019-12-09 00:00:00,Shanuzi,71.8
2019-12-10 00:00:00,Shanuzi,2.2
2019-12-11 00:00:00,Shanuzi,0.0
2019-12-12 00:00:00,Shanuzi,19.9
2019-12-13 00:00:00,Shanuzi,49.0
2019-12-14 00:00:00,Shanuzi,440.1
2019-12-15 00:00:00,Shanuzi,56.900000000000006
2019-12-16 00:00:00,Shanuzi,46.900000000000006
2019-12-17 00:00:00,Shanuzi,17.200000000000003
2019-12-18 00:00:00,Shanuzi,172.5
2019-12-19 00:00:00,Shanuzi,135.9
2019-12-20 00:00:00,Shanuzi,34.400000000000006
2019-12-21 00:00:00,Shanuzi,1.2
2019-12-22 00:00:00,Shanuzi,0.0
2019-12-23 00:00:00,Shanuzi,191.00000000000003
2019-12-24 00:00:00,Shanuzi,39.4
2019-12-25 00:00:00,Shanuzi,0.0
2019-12-26 00:00:00,Shanuzi,0.0
2019-12-27 00:00:00,Shanuzi,35.3
2019-12-28 00:00:00,Shanuzi,93.99999999999999
2019-12-29 00:00:00,Shanuzi,12.8
2019-12-30 00:00:00,Shanuzi,2.2
2019-12-31 00:00:00,Shanuzi,60.199999999999996
2020-01-01 00:00:00,Shanuzi,2.6
2020-01-02 00:00:00,Shanuzi,5.4
2020-01-03 00:00:00,Shanuzi,0.0
2020-01-04 00:00:00,Shanuzi,9.700000000000001
2020-01-05 00:00:00,Shanuzi,0.0
2020-01-06 00:00:00,Shanuzi,0.0
2020-01-07 00:00:00,Shanuzi,6.699999999999999
2020-01-08 00:00:00,Shanuzi,0.0
2020-01-09 00:00:00,Shanuzi,0.8
2020-01-10 00:00:00,Shanuzi,0.0
2020-01-11 00:00:00,Shanuzi,0.0
2020-01-12 00:00:00,Shanuzi,8.7
2020-01-13 00:00:00,Shanuzi,37.7
2020-01-14 00:00:00,Shanuzi,0.0
2020-01-15 00:00:00,Shanuzi,0.0
2020-01-16 00:00:00,Shanuzi,62.6
2020-01-17 00:00:00,Shanuzi,1.3
2020-01-18 00:00:00,Shanuzi,192.2
2020-01-19 00:00:00,Shanuzi,40.6
2020-01-20 00:00:00,Shanuzi,0.0
2020-01-21 00:00:00,Shanuzi,42.0
2020-01-22 00:00:00,Shanuzi,46.5
2020-01-23 00:00:00,Shanuzi,719.3
2020-01-24 00:00:00,Shanuzi,0.0
2020-01-25 00:00:00,Shanuzi,24.4
2020-01-26 00:00:00,Shanuzi,44.7
2020-01-27 00:00:00,Shanuzi,0.0
2020-01-28 00:00:00,Shanuzi,7.399999999999999
2020-01-29 00:00:00,Shanuzi,292.90000000000003
2020-01-30 00:00:00,Shanuzi,0.0
2020-01-31 00:00:00,Shanuzi,806.9
2020-02-01 00:00:00,Shanuzi,127.3
2020-02-02 00:00:00,Shanuzi,10.8
2020-02-03 00:00:00,Shanuzi,37.300000000000004
2020-02-04 00:00:00,Shanuzi,15.9
2020-02-05 00:00:00,Shanuzi,0.0
2020-02-06 00:00:00,Shanuzi,0.0
2020-02-07 00:00:00,Shanuzi,76.8
2020-02-08 00:00:00,Shanuzi,0.0
2020-02-09 00:00:00,Shanuzi,46.6
2020-02-10 00:00:00,Shanuzi,29.0
2020-02-11 00:00:00,Shanuzi,0.0
2020-02-12 00:00:00,Shanuzi,11.3
2020-02-13 00:00:00,Shanuzi,0.0
2020-02-14 00:00:00,Shanuzi,81.3
2020-02-15 00:00:00,Shanuzi,38.8
2020-02-16 00:00:00,Shanuzi,8.100000000000001
2020-02-17 00:00:00,Shanuzi,40.300000000000004
2020-02-18 00:00:00,Shanuzi,0.0
2020-02-19 00:00:00,Shanuzi,0.0
2020-02-20 00:00:00,Shanuzi,0.0
2020-02-21 00:00:00,Shanuzi,0.0
2020-02-22 00:00:00,Shanuzi,365.69999999999993
2020-02-23 00:00:00,Shanuzi,8.1
2020-02-24 00:00:00,Shanuzi,149.1
2020-02-25 00:00:00,Shanuzi,116.60000000000001
2020-02-26 00:00:00,Shanuzi,0.0
2020-02-27 00:00:00,Shanuzi,131.5
2020-02-28 00:00:00,Shanuzi,15.4
2020-02-29 00:00:00,Shanuzi,96.6
2020-03-01 00:00:00,Shanuzi,30.700000000000003
2020-03-02 00:00:00,Shanuzi,63.8
2020-03-03 00:00:00,Shanuzi,15.8
2020-03-04 00:00:00,Shanuzi,0.0
2020-03-05 00:00:00,Shanuzi,74.0
2020-03-06 00:00:00,Shanuzi,132.79999999999998
2020-03-07 00:00:00,Shanuzi,2.5
2020-03-08 00:00:00,Shanuzi,7.1
2020-03-09 00:00:00,Shanuzi,5.1
2020-03-10 00:00:00,Shanuzi,3.7
2020-03-11 00:00:00,Shanuzi,17.5
2020-03-12 00:00:00,Shanuzi,0.0
2020-03-13 00:00:00,Shanuzi,0.0
2020-03-14 00:00:00,Shanuzi,0.0
2020-03-15 00:00:00,Shanuzi,55.8
2020-03-16 00:00:00,Shanuzi,54.7
2020-03-17 00:00:00,Shanuzi,389.5
2020-03-18 00:00:00,Shanuzi,1.3
2020-03-19 00:00:00,Shanuzi,0.0
2020-03-20 00:00:00,Shanuzi,0.0
2020-03-21 00:00:00,Shanuzi,137.5
2020-03-22 00:00:00,Shanuzi,170.70000000000002
2020-03-23 00:00:00,Shanuzi,155.4
2020-03-24 00:00:00,Shanuzi,251.0
2020-03-25 00:00:00,Shanuzi,0.0
2020-03-26 00:00:00,Shanuzi,0.0
2020-03-27 00:00:00,Shanuzi,16.3
2020-03-28 00:00:00,Shanuzi,156.40000000000003
2020-03-29 00:00:00,Shanuzi,0.0
2020-03-30 00:00:00,Shanuzi,0.0
2020-03-31 00:00:00,Shanuzi,178.3
2020-04-01 00:00:00,Shanuzi,166.9
2020-04-02 00:00:00,Shanuzi,8.3
2020-04-03 00:00:00,Shanuzi,310.90000000000003
2020-04-04 00:00:00,Shanuzi,46.0
2020-04-05 00:00:00,Shanuzi,26.200000000000003
2020-04-06 00:00:00,Shanuzi,66.3
2020-04-07 00:00:00,Shanuzi,74.89999999999999
2020-04-08 00:00:00,Shanuzi,12.2
2020-04-09 00:00:00,Shanuzi,0.0
2020-04-10 00:00:00,Shanuzi,230.0
2020-04-11 00:00:00,Shanuzi,205.20000000000002
2020-04-12 00:00:00,Shanuzi,55.8
2020-04-13 00:00:00,Shanuzi,221.20000000000002
2020-04-14 00:00:00,Shanuzi,0.0
2020-04-15 00:00:00,Shanuzi,83.5
2020-04-16 00:00:00,Shanuzi,62.3
2020-04-17 00:00:00,Shanuzi,306.49999999999994
2020-04-18 00:00:00,Shanuzi,0.0
2020-04-19 00:00:00,Shanuzi,0.0
2020-04-20 00:00:00,Shanuzi,0.0
2020-04-21 00:00:00,Shanuzi,0.0
2020-04-22 00:00:00,Shanuzi,0.0
2020-04-23 00:00:00,Shanuzi,0.0
2020-04-24 00:00:00,Shanuzi,0.0
2020-04-25 00:00:00,Shanuzi,362.5
2020-04-26 00:00:00,Shanuzi,44.2
2020-04-27 00:00:00,Shanuzi,9.4
2020-04-28 00:00:00,Shanuzi,0.0
2020-04-29 00:00:00,Shanuzi,128.1
2020-04-30 00:00:00,Shanuzi,61.49999999999999
2020-05-01 00:00:00,Shanuzi,153.5
2020-05-02 00:00:00,Shanuzi,41.9
2020-05-03 00:00:00,Shanuzi,69.8
2020-05-04 00:00:00,Shanuzi,26.5
2020-05-05 00:00:00,Shanuzi,9.4
2020-05-06 00:00:00,Shanuzi,28.200000000000003
2020-05-07 00:00:00,Shanuzi,521.4
2020-05-08 00:00:00,Shanuzi,9.500000000000002
2020-05-09 00:00:00,Shanuzi,0.0
2020-05-10 00:00:00,Shanuzi,0.0
2020-05-11 00:00:00,Shanuzi,0.0
2020-05-12 00:00:00,Shanuzi,0.0
2020-05-13 00:00:00,Shanuzi,0.0
2020-05-14 00:00:00,Shanuzi,0.0
2020-05-15 00:00:00,Shanuzi,0.0
2020-05-16 00:00:00,Shanuzi,0.0
2020-05-17 00:00:00,Shanuzi,0.0
2020-05-18 00:00:00,Shanuzi,0.0
2020-05-19 00:00:00,Shanuzi,5.6
2020-05-20 00:00:00,Shanuzi,27.9
2020-05-21 00:00:00,Shanuzi,7.000000000000001
2020-05-22 00:00:00,Shanuzi,0.0
2020-05-23 00:00:00,Shanuzi,102.10000000000001
2020-05-24 00:00:00,Shanuzi,76.19999999999999
2020-05-25 00:00:00,Shanuzi,4.5
2020-05-26 00:00:00,Shanuzi,0.0
2020-05-27 00:00:00,Shanuzi,0.0
2020-05-28 00:00:00,Shanuzi,0.0
2020-05-29 00:00:00,Shanuzi,0.0
2020-05-30 00:00:00,Shanuzi,0.0
2020-05-31 00:00:00,Shanuzi,0.0
2020-06-01 00:00:00,Shanuzi,21.200000000000003
2020-06-02 00:00:00,Shanuzi,0.0
2020-06-03 00:00:00,Shanuzi,0.0
2020-06-04 00:00:00,Shanuzi,0.0
2020-06-05 00:00:00,Shanuzi,0.0
2020-06-06 00:00:00,Shanuzi,45.300000000000004
2020-06-07 00:00:00,Shanuzi,0.0
2020-06-08 00:00:00,Shanuzi,0.0
2020-06-09 00:00:00,Shanuzi,15.3
2020-06-10 00:00:00,Shanuzi,0.0
2020-06-11 00:00:00,Shanuzi,0.0
2020-06-12 00:00:00,Shanuzi,0.0
2020-06-13 00:00:00,Shanuzi,0.0
2020-06-14 00:00:00,Shanuzi,2.5
2020-06-15 00:00:00,Shanuzi,80.4
2020-06-16 00:00:00,Shanuzi,1.2000000000000002
2020-06-17 00:00:00,Shanuzi,0.0
2020-06-18 00:00:00,Shanuzi,0.0
2020-06-19 00:00:00,Shanuzi,0.0
2020-06-20 00:00:00,Shanuzi,0.0
2020-06-21 00:00:00,Shanuzi,5.699999999999999
2020-06-22 00:00:00,Shanuzi,0.0
2020-06-23 00:00:00,Shanuzi,0.0
2020-06-24 00:00:00,Shanuzi,0.0
2020-06-25 00:00:00,Shanuzi,0.0
2020-06-26 00:00:00,Shanuzi,16.2
2020-06-27 00:00:00,Shanuzi,0.0
2020-06-28 00:00:00,Shanuzi,0.0
2020-06-29 00:00:00,Shanuzi,202.0
2020-06-30 00:00:00,Shanuzi,0.0
2020-07-01 00:00:00,Shanuzi,119.19999999999999
2020-07-02 00:00:00,Shanuzi,0.0
2020-07-03 00:00:00,Shanuzi,27.000000000000004
2020-07-04 00:00:00,Shanuzi,132.50000000000003
2020-07-05 00:00:00,Shanuzi,8.3
2020-07-06 00:00:00,Shanuzi,39.800000000000004
2020-07-07 00:00:00,Shanuzi,6.0
2020-07-08 00:00:00,Shanuzi,0.0
2020-07-09 00:00:00,Shanuzi,15.5
2020-07-10 00:00:00,Shanuzi,70.4
2020-07-11 00:00:00,Shanuzi,0.0
2020-07-12 00:00:00,Shanuzi,0.0
2020-07-13 00:00:00,Shanuzi,0.0
2020-07-14 00:00:00,Shanuzi,0.0
2020-07-15 00:00:00,Shanuzi,0.4
2020-07-16 00:00:00,Shanuzi,0.0
2020-07-17 00:00:00,Shanuzi,0.0
2020-07-18 00:00:00,Shanuzi,0.0
2020-07-19 00:00:00,Shanuzi,0.0
2020-07-20 00:00:00,Shanuzi,0.0
2020-07-21 00:00:00,Shanuzi,7.6
2020-07-22 00:00:00,Shanuzi,0.0
2020-07-23 00:00:00,Shanuzi,0.0
2020-07-24 00:00:00,Shanuzi,17.1
2020-07-25 00:00:00,Shanuzi,0.0
2020-07-26 00:00:00,Shanuzi,84.9
2020-07-27 00:00:00,Shanuzi,8.5
2020-07-28 00:00:00,Shanuzi,0.0
2020-07-29 00:00:00,Shanuzi,0.0
2020-07-30 00:00:00,Shanuzi,79.1
2020-07-31 00:00:00,Shanuzi,32.8
2020-08-01 00:00:00,Shanuzi,0.0
2020-08-02 00:00:00,Shanuzi,0.0
2020-08-03 00:00:00,Shanuzi,0.0
2020-08-04 00:00:00,Shanuzi,0.0
2020-08-05 00:00:00,Shanuzi,0.0
2020-08-06 00:00:00,Shanuzi,0.0
2020-08-07 00:00:00,Shanuzi,0.0
2020-08-08 00:00:00,Shanuzi,53.699999999999996
2020-08-09 00:00:00,Shanuzi,0.0
2020-08-10 00:00:00,Shanuzi,0.0
2020-08-11 00:00:00,Shanuzi,0.0
2020-08-12 00:00:00,Shanuzi,0.0
2020-08-13 00:00:00,Shanuzi,26.400000000000002
2020-08-14 00:00:00,Shanuzi,19.799999999999997
2020-08-15 00:00:00,Shanuzi,0.0
2020-08-16 00:00:00,Shanuzi,6.3999999999999995
2020-08-17 00:00:00,Shanuzi,0.0
2020-08-18 00:00:00,Shanuzi,7.3
2020-08-19 00:00:00,Shanuzi,75.1
2020-08-20 00:00:00,Shanuzi,343.29999999999995
2020-08-21 00:00:00,Shanuzi,130.6
2020-08-22 00:00:00,Shanuzi,15.899999999999999
2020-08-23 00:00:00,Shanuzi,0.0
2020-08-24 00:00:00,Shanuzi,0.0
2020-08-25 00:00:00,Shanuzi,0.0
2020-08-26 00:00:00,Shanuzi,0.0
2020-08-27 00:00:00,Shanuzi,0.0
2020-08-28 00:00:00,Shanuzi,0.0
2020-08-29 00:00:00,Shanuzi,0.0
2020-08-30 00:00:00,Shanuzi,0.0
2020-08-31 00:00:00,Shanuzi,2.3000000000000003
2020-09-01 00:00:00,Shanuzi,0.0
2020-09-02 00:00:00,Shanuzi,56.599999999999994
2020-09-03 00:00:00,Shanuzi,32.8
2020-09-04 00:00:00,Shanuzi,0.0
2020-09-05 00:00:00,Shanuzi,17.5
2020-09-06 00:00:00,Shanuzi,1.1
2020-09-07 00:00:00,Shanuzi,1.1
2020-09-08 00:00:00,Shanuzi,6.4
2020-09-09 00:00:00,Shanuzi,0.0
2020-09-10 00:00:00,Shanuzi,0.0
2020-09-11 00:00:00,Shanuzi,0.0
2020-09-12 00:00:00,Shanuzi,0.0
2020-09-13 00:00:00,Shanuzi,10.9
2020-09-14 00:00:00,Shanuzi,1.5
2020-09-15 00:00:00,Shanuzi,78.8
2020-09-16 00:00:00,Shanuzi,0.0
2020-09-17 00:00:00,Shanuzi,0.0
2020-09-18 00:00:00,Shanuzi,143.9
2020-09-19 00:00:00,Shanuzi,3.2
2020-09-20 00:00:00,Shanuzi,29.0
2020-09-21 00:00:00,Shanuzi,8.0
2020-09-22 00:00:00,Shanuzi,362.30000000000007
2020-09-23 00:00:00,Shanuzi,11.399999999999999
2020-09-24 00:00:00,Shanuzi,0.0
2020-09-25 00:00:00,Shanuzi,0.0
2020-09-26 00:00:00,Shanuzi,0.0
2020-09-27 00:00:00,Shanuzi,0.0
2020-09-28 00:00:00,Shanuzi,18.7
2020-09-29 00:00:00,Shanuzi,202.3
2020-09-30 00:00:00,Shanuzi,641.7
2020-10-01 00:00:00,Shanuzi,0.3
2020-10-02 00:00:00,Shanuzi,0.0
2020-10-03 00:00:00,Shanuzi,137.5
2020-10-04 00:00:00,Shanuzi,0.0
2020-10-05 00:00:00,Shanuzi,4.300000000000001
2020-10-06 00:00:00,Shanuzi,0.0
2020-10-07 00:00:00,Shanuzi,0.0
2020-10-08 00:00:00,Shanuzi,0.0
2020-10-09 00:00:00,Shanuzi,0.0
2020-10-10 00:00:00,Shanuzi,0.0
2020-10-11 00:00:00,Shanuzi,0.0
